time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-12T17:33:54.600Z,36.2855,-97.5162,5,2.5,ml,,51,,0.57,us,us20002pfv,2015-06-13T15:00:47.732Z,"20km W of Perry, Oklahoma",earthquake
2015-06-12T17:33:52.000Z,60.6653,-140.4791,15.8,1.1,ml,,,,0.38,ak,ak11624076,2015-06-18T18:59:07.306Z,"126km ENE of Cape Yakataga, Alaska",earthquake
2015-06-12T17:30:16.280Z,-5.5046,151.9458,60.17,5.2,mb,,39,1.322,0.65,us,us20002pff,2015-06-13T14:36:12.362Z,"132km SSW of Kokopo, Papua New Guinea",earthquake
2015-06-12T17:09:42.061Z,38.4117,-119.3738,1.1596,1.45,ml,10,212.93,0.106,0.0628,nn,nn00498380,2015-06-13T16:07:29.861Z,"21km NW of Bridgeport, California",earthquake
2015-06-12T16:50:40.500Z,34.033,-117.1696667,10.96,1.15,ml,50,59,0.04761,0.15,ci,ci37398704,2015-06-12T18:17:06.378Z,"3km SSE of Redlands, California",earthquake
2015-06-12T16:49:30.150Z,38.8318329,-122.7705002,2.34,1.18,md,16,73,0.001435,0.02,nc,nc72465066,2015-06-12T16:51:03.100Z,"4km WNW of Cobb, California",earthquake
2015-06-12T16:39:20.770Z,-5.5173,151.9963,48.06,4.8,mb,,156,1.327,0.84,us,us20002pf4,2015-06-13T00:41:47.246Z,"132km SSW of Kokopo, Papua New Guinea",earthquake
2015-06-12T16:25:57.010Z,44.3835,-121.0138333,0.01,1.43,md,9,138,0.06866,0.26,uw,uw61025972,2015-06-15T20:10:17.030Z,"13km ENE of Terrebonne, Oregon",explosion
2015-06-12T16:24:19.750Z,38.8375,-122.7716667,2.86,1.51,md,40,120,0.006293,0.04,nc,nc72465046,2015-06-13T00:53:05.081Z,"4km WNW of Cobb, California",earthquake
2015-06-12T16:23:59.470Z,38.8348333,-122.7698333,2.91,2.72,md,81,56,0.004356,0.06,nc,nc72465036,2015-06-15T17:38:51.595Z,"4km WNW of Cobb, California",earthquake
2015-06-12T16:11:24.440Z,40.197,-122.589,18.38,1.25,md,9,109,0.05882,0.06,nc,nc71093084,2015-06-13T02:43:04.355Z,"25km NW of Rancho Tehama Reserve, California",earthquake
2015-06-12T16:11:13.400Z,39.6803333,-121.123,0.31,2.27,md,43,58,0.1708,0.19,nc,nc72465031,2015-06-16T00:31:04.827Z,"25km ENE of Berry Creek, California",earthquake
2015-06-12T16:09:57.360Z,47.5923333,-122.3665,29.64,1.78,ml,15,96,0.03865,0.13,uw,uw61025952,2015-06-15T20:24:41.440Z,"3km WSW of Seattle, Washington",earthquake
2015-06-12T15:54:56.000Z,61.1938,-145.8733,24.4,1.2,ml,,,,0.51,ak,ak11624033,2015-06-17T23:54:58.086Z,"26km ENE of Valdez, Alaska",earthquake
2015-06-12T15:53:38.000Z,54.5756,-163.5533,13.2,1.8,ml,8,197.999984160001,,0.22,ak,ak11628347,2015-06-18T18:59:48.626Z,"31km SSW of False Pass, Alaska",earthquake
2015-06-12T15:51:49.110Z,37.6328333,-121.6905,6.22,1.74,md,39,105,0.05385,0.13,nc,nc72465021,2015-06-12T23:43:38.750Z,"8km SE of Livermore, California",earthquake
2015-06-12T15:49:38.340Z,37.6335,-121.6935,6.5,1.34,md,18,87,0.05166,0.08,nc,nc72465016,2015-06-12T21:06:54.230Z,"8km SE of Livermore, California",earthquake
2015-06-12T15:48:32.270Z,39.6808333,-121.1261667,7.63,2.3,md,39,90,0.1691,0.11,nc,nc72465011,2015-06-16T00:13:12.270Z,"24km E of Berry Creek, California",earthquake
2015-06-12T15:17:30.000Z,61.74,-146.3164,40.1,2.3,ml,,,,0.44,ak,ak11624027,2015-06-17T23:55:00.453Z,"57km SW of Glennallen, Alaska",earthquake
2015-06-12T15:16:38.000Z,61.9333,-149.2414,7.7,2.3,ml,,,,0.97,ak,ak11624022,2015-06-17T23:55:06.769Z,"21km N of Fishhook, Alaska",earthquake
2015-06-12T15:00:51.440Z,38.8115,-122.815,3.46,1.5,md,49,43,0.01138,0.07,nc,nc72464996,2015-06-13T03:23:14.344Z,"6km NW of The Geysers, California",earthquake
2015-06-12T15:00:36.408Z,37.2814,-114.6465,0.5655,1.05,ml,6,140.99,0.345,0.145,nn,nn00498359,2015-06-13T15:44:57.641Z,"38km SSW of Caliente, Nevada",earthquake
2015-06-12T14:59:06.000Z,62.6357,-151.2235,87.9,1.1,ml,,,,0.17,ak,ak11623989,2015-06-17T23:54:55.174Z,"67km WNW of Talkeetna, Alaska",earthquake
2015-06-12T14:58:50.578Z,37.3142,-114.6455,3.471,1.7,ml,11,111.88,0.336,0.1723,nn,nn00498358,2015-06-12T16:43:08.603Z,"35km SSW of Caliente, Nevada",earthquake
2015-06-12T14:30:54.240Z,44.5936667,-122.5298333,0.31,1.89,md,4,176,0.1644,0.05,uw,uw61025772,2015-06-15T20:27:55.230Z,"18km SSW of Mill City, Oregon",explosion
2015-06-12T14:05:06.114Z,37.2668,-114.645,5.2175,3.36,ml,28,105.95,0.352,0.11,nn,nn00498350,2015-06-12T22:07:40.855Z,"34km SSW of Caliente, Nevada",earthquake
2015-06-12T14:03:59.000Z,60.6173,-150.7323,43.6,1.4,ml,,,,0.23,ak,ak11628343,2015-06-17T23:55:49.504Z,"9km N of Sterling, Alaska",earthquake
2015-06-12T13:48:08.500Z,18.1203,-68.0045,81,3.2,Md,9,216,0.53000602,0.46,pr,pr15163000,2015-06-12T21:50:50.676Z,"66km SE of Punta Cana, Dominican Republic",earthquake
2015-06-12T13:46:58.000Z,60.1538,-141.3861,0,1.8,ml,,,,0.75,ak,ak11623954,2015-06-18T18:59:11.508Z,"58km E of Cape Yakataga, Alaska",earthquake
2015-06-12T13:38:22.700Z,36.2868,-97.527,6.603,2.6,ml,,53,,0.4,us,us20002pg2,2015-06-15T23:22:47.298Z,"21km W of Perry, Oklahoma",earthquake
2015-06-12T13:28:50.000Z,61.548,-149.8166,51.5,2.3,ml,,,,0.32,ak,ak11623948,2015-06-17T23:54:45.808Z,"7km ENE of Big Lake, Alaska",earthquake
2015-06-12T13:14:44.000Z,50.3658,-176.1283,20,2.4,ml,,,,0.72,ak,ak11628340,2015-06-18T18:59:47.784Z,"172km SSE of Adak, Alaska",earthquake
2015-06-12T13:09:59.000Z,53.4202,-163.7058,60.4,3.1,ml,,,,0.39,ak,ak11623944,2015-06-17T23:55:22.247Z,"157km ESE of Akutan, Alaska",earthquake
2015-06-12T13:03:59.700Z,44.4643333,-110.9726667,5.01,1.61,ml,15,119,0.099,0.27,uu,uu60114072,2015-06-12T15:29:09.410Z,"11km W of Old Faithful Geyser, Wyoming",earthquake
2015-06-12T12:52:11.000Z,61.439,-141.6262,4.2,1,ml,,,,0.36,ak,ak11623913,2015-06-18T18:59:06.481Z,"150km E of Chitina, Alaska",earthquake
2015-06-12T12:46:01.000Z,61.1202,-147.5238,0,1.2,ml,,,,1.17,ak,ak11623912,2015-06-17T23:55:50.292Z,"63km W of Valdez, Alaska",earthquake
2015-06-12T12:42:58.480Z,35.102,-118.8815,18.65,1.51,ml,20,92,0.04892,0.15,ci,ci37398432,2015-06-12T17:41:41.468Z,"13km SSW of Arvin, California",earthquake
2015-06-12T12:24:00.000Z,61.5377,-149.8278,54.1,3.4,ml,,,,0.5,ak,ak11623899,2015-06-18T19:00:14.790Z,"6km ENE of Big Lake, Alaska",earthquake
2015-06-12T12:20:26.000Z,51.9165,-177.5405,74.1,2,ml,,,,0.29,ak,ak11628333,2015-06-18T18:58:44.845Z,"41km E of Tanaga Volcano, Alaska",earthquake
2015-06-12T12:15:32.050Z,38.7958333,-122.8131667,4.01,1.43,md,48,49,0.01088,0.06,nc,nc72464961,2015-06-12T22:46:26.884Z,"5km WNW of The Geysers, California",earthquake
2015-06-12T12:15:17.350Z,36.185,-118,3.84,1.17,ml,23,74,0.1979,0.15,ci,ci37398416,2015-06-12T17:36:35.877Z,"11km S of Olancha, California",earthquake
2015-06-12T11:38:36.200Z,35.0029,-97.6734,3.446,2.7,ml,,124,,0.55,us,us20002phe,2015-06-15T23:14:58.364Z,"15km S of Blanchard, Oklahoma",earthquake
2015-06-12T11:12:15.534Z,38.7183,-119.602,11.4905,1.37,ml,14,81.22,0.25,0.1761,nn,nn00498344,2015-06-12T15:55:43.600Z,"22km SSE of Gardnerville Ranchos, Nevada",earthquake
2015-06-12T11:08:00.000Z,61.488,-150.4763,68.6,1.7,ml,,,,0.35,ak,ak11623857,2015-06-17T23:55:01.238Z,"28km W of Big Lake, Alaska",earthquake
2015-06-12T11:07:06.490Z,-15.6849,-173.0562,41,6,mww,,22,2.155,0.96,us,us20002pak,2015-06-13T04:42:55.056Z,"79km ENE of Hihifo, Tonga",earthquake
2015-06-12T10:42:12.038Z,38.7165,-119.6095,10.1353,1.32,ml,4,160.75,0.251,0.0536,nn,nn00498471,2015-06-13T00:27:55.811Z,"22km SSE of Gardnerville Ranchos, Nevada",earthquake
2015-06-12T10:41:50.438Z,38.7212,-119.5999,10.8579,1.63,ml,15,80.86,0.251,0.1614,nn,nn00498343,2015-06-12T15:42:39.069Z,"22km SSE of Gardnerville Ranchos, Nevada",earthquake
2015-06-12T10:32:32.000Z,67.878,-157.0203,20.1,2.1,ml,,,,0.85,ak,ak11628328,2015-06-18T18:58:47.434Z,"108km N of Kobuk, Alaska",earthquake
2015-06-12T10:22:49.960Z,32.5593333,-115.6678333,10.19,2.26,ml,31,165,0.1024,0.27,ci,ci37398368,2015-06-12T16:03:49.280Z,"8km WSW of Progreso, B.C., MX",earthquake
2015-06-12T10:19:46.310Z,38.7855,-122.7673333,2.11,2.64,md,84,29,0.01481,0.08,nc,nc72464911,2015-06-12T20:47:04.821Z,"1km NW of The Geysers, California",earthquake
2015-06-12T10:12:37.000Z,63.111,-150.8631,123.2,1.2,ml,,,,0.35,ak,ak11623854,2015-06-17T23:54:50.678Z,"95km NNW of Talkeetna, Alaska",earthquake
2015-06-12T10:10:21.330Z,33.4103333,-118.1898333,3.68,1.72,ml,19,161,0.1886,0.39,ci,ci37398360,2015-06-12T15:57:12.036Z,"15km ENE of Avalon, California",earthquake
2015-06-12T10:09:54.140Z,36.2925,-97.533,4.84,2.6,mb_lg,,31,0.42,0.52,us,us20002q3v,2015-06-15T22:55:22.257Z,"22km W of Perry, Oklahoma",earthquake
2015-06-12T09:34:30.910Z,33.7845,-115.7118333,7.29,1.03,ml,25,91,0.09807,0.19,ci,ci37398336,2015-06-12T15:41:23.285Z,"30km WNW of Desert Center, California",earthquake
2015-06-12T09:31:58.310Z,45.3816667,-121.7285,0.02,1.95,md,6,161,0.0282,0.14,uw,uw61025547,2015-06-12T19:53:30.610Z,"19km E of Mount Hood Village, Oregon",other event
2015-06-12T09:28:57.200Z,45.2611,-112.7463,9.7,1.7,mc,17,136.799989056001,0.1464254,0.18,mb,mb15726007,2015-06-12T22:07:08.001Z,"9km WNW of Dillon, Montana",earthquake
2015-06-12T09:28:31.130Z,46.855,-121.7623333,3.41,1.17,md,10,84,0.02599,0.07,uw,uw61025542,2015-06-12T20:02:03.190Z,"28km NNW of Packwood, Washington",earthquake
2015-06-12T09:18:45.000Z,51.3226,-175.7876,27.5,2.1,ml,,,,0.94,ak,ak11623756,2015-06-18T18:59:12.934Z,"86km SE of Adak, Alaska",earthquake
2015-06-12T09:10:11.220Z,38.8133316,-122.81633,3.2,1.09,md,22,90,0.01098,0.02,nc,nc72464906,2015-06-12T09:11:45.970Z,"6km NW of The Geysers, California",earthquake
2015-06-12T08:54:34.260Z,38.428,-119.2678333,9.72,2.21,md,32,110,0.1539,0.08,nc,nc72464901,2015-06-13T04:09:06.576Z,"19km N of Bridgeport, California",earthquake
2015-06-12T08:44:45.000Z,61.7548,-149.8277,48.8,1.2,ml,,,,0.3,ak,ak11623754,2015-06-17T23:55:05.375Z,"11km E of Willow, Alaska",earthquake
2015-06-12T08:41:24.000Z,62.9807,-150.414,98.9,1.2,ml,,,,0.23,ak,ak11623753,2015-06-17T23:55:03.912Z,"74km NNW of Talkeetna, Alaska",earthquake
2015-06-12T08:35:13.330Z,38.2381667,-122.344,6.76,1.25,md,27,76,0.02329,0.1,nc,nc72464896,2015-06-12T23:46:10.090Z,"8km SW of Napa, California",earthquake
2015-06-12T08:17:40.810Z,38.8123333,-122.8196667,3.3,2.28,md,76,24,0.008197,0.05,nc,nc72464876,2015-06-12T17:08:05.283Z,"6km NW of The Geysers, California",earthquake
2015-06-12T08:14:12.380Z,36.0631667,-120.084,9.29,1.42,md,29,159,0.02088,0.07,nc,nc72464881,2015-06-13T02:20:55.267Z,"7km NNE of Avenal, California",earthquake
2015-06-12T08:06:49.000Z,51.6808,-174.9656,20,1.6,ml,,,,0.55,ak,ak11628321,2015-06-18T18:58:46.630Z,"77km SW of Atka, Alaska",earthquake
2015-06-12T08:03:13.670Z,19.2915,-155.2398333,6.22,1.45,md,47,108,0.01761,0.12,hv,hv60958551,2015-06-12T18:03:33.490Z,"15km S of Volcano, Hawaii",earthquake
2015-06-12T07:51:28.000Z,53.8854,-164.6712,58.4,2,ml,,,,0.27,ak,ak11623752,2015-06-17T23:54:58.794Z,"77km ESE of Akutan, Alaska",earthquake
2015-06-12T07:25:00.000Z,60.1132,-139.515,11.2,1,ml,,,,0.54,ak,ak11628319,2015-06-18T18:58:49.198Z,"64km N of Yakutat, Alaska",earthquake
2015-06-12T07:13:01.000Z,52.7603,-174.0622,159.4,2.3,ml,,,,0.31,ak,ak11628318,2015-06-18T18:58:48.352Z,"63km N of Atka, Alaska",earthquake
2015-06-12T07:05:57.000Z,63.2712,-151.1172,10,1.3,ml,,,,0.68,ak,ak11623739,2015-06-17T23:54:30.481Z,"109km W of Cantwell, Alaska",earthquake
2015-06-12T06:57:51.000Z,28.127,57.2203,10,4.5,mb,,132,3.296,0.82,us,us20002p99,2015-06-12T15:00:23.879Z,"109km N of Minab, Iran",earthquake
2015-06-12T06:44:10.000Z,61.9247,-149.8878,46.2,1.1,ml,,,,0.29,ak,ak11623738,2015-06-17T23:54:29.351Z,"21km NNE of Willow, Alaska",earthquake
2015-06-12T06:39:33.450Z,41.0206667,-111.7521667,9.1,1.18,ml,16,49,0.064,0.13,uu,uu60114062,2015-06-12T15:38:28.940Z,"6km WSW of Morgan, Utah",earthquake
2015-06-12T06:04:24.000Z,36.4961667,-121.0745,3.74,2.43,md,74,52,0.0135,0.07,nc,nc72464851,2015-06-12T20:19:04.729Z,"23km ENE of Soledad, California",earthquake
2015-06-12T05:57:58.760Z,20.0902,121.2409,30.74,4.5,mb,,92,2.632,0.54,us,us20002p95,2015-06-12T14:00:26.403Z,"71km WSW of Sabtang, Philippines",earthquake
2015-06-12T05:42:20.000Z,61.025,-152.4662,138.1,2,ml,,,,0.39,ak,ak11623731,2015-06-18T18:59:13.824Z,"62km NNE of Redoubt Volcano, Alaska",earthquake
2015-06-12T05:41:11.000Z,62.6145,-152.0419,1.4,1.1,ml,,,,0.66,ak,ak11628314,2015-06-18T18:58:50.788Z,"104km WNW of Talkeetna, Alaska",earthquake
2015-06-12T04:58:29.540Z,37.3058333,-120.023,18.66,2.28,md,16,74,0.2144,0.18,nc,nc72464831,2015-06-12T22:47:05.152Z,"20km SSW of Mariposa, California",earthquake
2015-06-12T04:53:09.000Z,57.3737,-155.4017,65.4,2.3,ml,,,,0.52,ak,ak11623718,2015-06-18T18:59:09.026Z,"87km WSW of Larsen Bay, Alaska",earthquake
2015-06-12T04:49:23.070Z,36.187,-117.8805,2.34,1.67,ml,22,56,0.1716,0.15,ci,ci37398288,2015-06-12T14:37:47.833Z,"15km SE of Olancha, California",earthquake
2015-06-12T04:47:59.400Z,-20.0718,-178.4855,624.88,4.4,mb,,128,4.011,0.54,us,us20002p8y,2015-06-12T12:50:31.965Z,"67km NNE of Ndoi Island, Fiji",earthquake
2015-06-12T04:47:45.000Z,40.6271667,-122.4311667,21.52,2.99,md,39,46,0.09613,0.16,nc,nc72464816,2015-06-13T03:26:05.458Z,"5km NW of Redding, California",earthquake
2015-06-12T04:38:26.520Z,36.2874,-97.541,3.9,3.9,mb_lg,,35,0.417,0.36,us,us20002p8p,2015-06-12T14:50:59.854Z,"22km W of Perry, Oklahoma",earthquake
2015-06-12T04:08:42.800Z,33.7805,-115.7116667,8.12,1.56,ml,28,82,0.09488,0.15,ci,ci37398280,2015-06-12T14:34:33.720Z,"30km WNW of Desert Center, California",earthquake
2015-06-12T03:47:07.547Z,37.2916,-114.6395,0.8978,2.47,ml,7,144.99,0.347,0.1068,nn,nn00498486,2015-06-13T02:14:50.471Z,"37km SSW of Caliente, Nevada",earthquake
2015-06-12T03:37:51.120Z,-20.2171,-178.3343,572.55,4.3,mb,,94,4.211,0.69,us,us20002p8g,2015-06-12T11:40:18.577Z,"61km NE of Ndoi Island, Fiji",earthquake
2015-06-12T03:18:35.170Z,-59.6542,-26.6434,140.95,4.6,mb,,131,7.605,0.29,us,us20002p8e,2015-06-12T11:21:15.271Z,"69km S of Bristol Island, South Sandwich Islands",earthquake
2015-06-12T03:12:53.000Z,61.918,-150.4972,60.2,1.3,ml,,,,0.25,ak,ak11623706,2015-06-17T23:54:31.132Z,"30km NW of Willow, Alaska",earthquake
2015-06-12T02:55:05.840Z,37.4451667,-114.1821667,6.04,1.61,ml,11,76,0.259,0.19,uu,uu60114052,2015-06-12T16:40:16.600Z,"34km ESE of Caliente, Nevada",earthquake
2015-06-12T02:50:45.410Z,36.292,-97.5234,5.41,2.3,mb_lg,,88,0.427,0.29,us,us20002q3c,2015-06-15T22:45:23.537Z,"21km W of Perry, Oklahoma",earthquake
2015-06-12T02:40:18.000Z,61.9191,-152.0855,125.7,1.6,ml,,,,0.36,ak,ak11623699,2015-06-18T18:59:08.159Z,"109km W of Willow, Alaska",earthquake
2015-06-12T02:36:24.930Z,-20.8089,-174.1707,10,5,mb,,91,7.231,1.03,us,us20002p88,2015-06-12T10:38:56.952Z,"99km NE of `Ohonua, Tonga",earthquake
2015-06-12T02:14:14.060Z,35.7637,-97.5408,7.72,2.4,mb_lg,,108,0.077,0.3,us,us20002q37,2015-06-15T22:43:33.059Z,"13km NNW of Edmond, Oklahoma",earthquake
2015-06-12T02:11:43.000Z,59.4383,-149.5247,37.8,1.4,ml,,,,0.39,ak,ak11628308,2015-06-18T18:58:50.054Z,"74km S of Seward, Alaska",earthquake
2015-06-12T02:03:05.530Z,-19.064,168.7594,85.65,4.6,mb,,80,3.696,0.66,us,us20002p86,2015-06-12T10:05:46.571Z,"75km NW of Isangel, Vanuatu",earthquake
2015-06-12T01:46:57.000Z,60.4814,-152.1817,79.3,1.2,ml,,,,0.13,ak,ak11628307,2015-06-17T23:55:54.740Z,"30km E of Redoubt Volcano, Alaska",earthquake
2015-06-12T01:32:05.220Z,35.4876667,-118.2956667,4.48,1.05,ml,21,55,0.1358,0.14,ci,ci37398192,2015-06-12T01:56:08.159Z,"21km ESE of Bodfish, California",earthquake
2015-06-12T01:13:55.070Z,36.2822,-97.5082,4.97,3,mb_lg,,61,0.443,0.25,us,us20002p85,2015-06-12T04:52:46.485Z,"19km W of Perry, Oklahoma",earthquake
2015-06-12T01:11:05.000Z,64.4701,-152.1311,10.1,1.3,ml,,,,0.78,ak,ak11623697,2015-06-18T18:58:55.630Z,"78km S of Tanana, Alaska",earthquake
2015-06-12T00:44:15.650Z,34.4638333,-119.0141667,0.008,1.86,ml,40,43,0.1054,0.27,ci,ci37398184,2015-06-12T01:08:51.440Z,"11km NW of Fillmore, California",earthquake
2015-06-12T00:25:44.000Z,51.2654,-177.9449,25.6,1.6,ml,,,,0.15,ak,ak11628304,2015-06-18T18:58:52.297Z,"70km S of Tanaga Volcano, Alaska",earthquake
2015-06-11T23:50:53.000Z,52.7374,-169.4792,12.4,1.9,ml,,,,0.48,ak,ak11628724,2015-06-18T10:30:29.436Z,"46km WSW of Nikolski, Alaska",earthquake
2015-06-11T23:31:37.900Z,36.2829,-97.5185,5.651,3.7,mwr,,51,,0.57,us,us20002pbp,2015-06-22T00:02:17.874Z,"20km W of Perry, Oklahoma",earthquake
2015-06-11T23:28:59.600Z,36.286,-97.5236,5.555,3.6,ml,,78,,0.53,us,us20002p7h,2015-06-21T23:19:02.084Z,"21km W of Perry, Oklahoma",earthquake
2015-06-11T23:27:34.060Z,-26.4269,27.4917,5,4.6,mb,,83,2.213,0.59,us,us20002qij,2015-06-23T05:25:19.028Z,"6km N of Fochville, South Africa",earthquake
2015-06-11T23:27:14.020Z,33.054,-115.849,8.878,1.65,ml,36,63,0.06614,0.27,ci,ci37398136,2015-06-12T00:43:15.910Z,"21km W of Westmorland, California",earthquake
2015-06-11T23:08:37.290Z,36.1885,-117.9986667,4.158,1.09,ml,11,103,0.2006,0.15,ci,ci37398120,2015-06-12T00:42:47.172Z,"10km S of Olancha, California",earthquake
2015-06-11T23:03:50.000Z,64.9792,-147.3279,0,1.3,ml,,,,0.53,ak,ak11623690,2015-06-18T10:30:16.231Z,"22km NNE of Badger, Alaska",earthquake
2015-06-11T22:55:55.900Z,36.8722,-98.8326,2.518,3,ml,,185,,0.4,us,us20002p79,2015-06-21T22:35:35.279Z,"16km WNW of Alva, Oklahoma",earthquake
2015-06-11T22:16:23.490Z,34.1798333,-117.0415,6.19,2.23,ml,90,27,0.08262,0.14,ci,ci37398056,2015-06-11T22:42:40.222Z,"7km ESE of Running Springs, California",earthquake
2015-06-11T21:52:35.930Z,35.8388333,-117.6718333,5.69,1.16,ml,24,50,0.06465,0.13,ci,ci37398032,2015-06-11T22:18:08.658Z,"24km ESE of Little Lake, California",earthquake
2015-06-11T21:52:14.570Z,52.025,176.77,138.7,2.8,ml,,,,0.74,us,us10002jyb,2015-06-23T05:33:54.616Z,"57km W of Kiska Volcano, Alaska",earthquake
2015-06-11T21:27:40.000Z,53.6679,-167.6659,7.1,2.7,ml,,,,0.98,us,us20002p8u,2015-06-21T04:41:05.426Z,"77km WSW of Unalaska, Alaska",earthquake
2015-06-11T21:27:08.000Z,61.0846,-150.8753,12.9,1.2,ml,,,,0.63,ak,ak11623616,2015-06-18T10:30:15.643Z,"49km NNE of Nikiski, Alaska",earthquake
2015-06-11T21:16:42.250Z,36.796,-121.0135,6.95,1.86,md,36,79,0.1504,0.06,nc,nc72464741,2015-06-12T01:22:00.130Z,"31km E of Ridgemark, California",earthquake
2015-06-11T21:12:25.700Z,35.9603,-97.402,6.274,2.5,ml,,65,,0.55,us,us20002p70,2015-06-21T04:38:02.563Z,"9km NNE of Guthrie, Oklahoma",earthquake
2015-06-11T21:08:57.150Z,38.8138333,-122.823,2.54,1.39,md,48,72,0.006919,0.05,nc,nc72464736,2015-06-13T02:16:39.263Z,"7km NW of The Geysers, California",earthquake
2015-06-11T21:05:34.000Z,59.8354,-152.9341,101.8,1.9,ml,,,,0.56,ak,ak11623611,2015-06-18T17:47:11.235Z,"62km W of Anchor Point, Alaska",earthquake
2015-06-11T21:05:34.000Z,51.5218,-178.2761,25.3,1.6,ml,,,,0.43,ak,ak11628718,2015-06-18T10:30:44.994Z,"41km SSW of Tanaga Volcano, Alaska",earthquake
2015-06-11T21:01:04.270Z,32.7538333,-116.9143333,6.35,1.57,ml,26,77,0.02983,0.21,ci,ci37397976,2015-06-11T21:32:55.060Z,"2km ENE of Rancho San Diego, California",quarry blast
2015-06-11T20:55:06.330Z,47.8903333,-122.6386667,24.6,1.29,md,22,79,0.1388,0.19,uw,uw61037251,2015-06-11T21:08:42.480Z,"5km SE of Port Ludlow, Washington",earthquake
2015-06-11T20:44:55.320Z,44.7648333,-111.199,13.11,1.38,ml,16,75,0.014,0.15,uu,uu60114002,2015-06-12T14:58:48.350Z,"13km NNW of West Yellowstone, Montana",earthquake
2015-06-11T20:44:07.790Z,40.3406667,-110.966,2.09,1.7,ml,21,111,0.233,0.21,uu,uu60113997,2015-06-11T22:32:55.330Z,"40km SE of Francis, Utah",earthquake
2015-06-11T20:43:40.012Z,37.3209,-114.6324,1.6636,2.09,ml,10,100.68,0.344,0.177,nn,nn00498275,2015-06-12T04:54:39.967Z,"34km SSW of Caliente, Nevada",earthquake
2015-06-11T20:30:45.000Z,62.2095,-151.8208,96.9,2,ml,,,,0.58,ak,ak11623543,2015-06-18T10:30:19.436Z,"89km W of Talkeetna, Alaska",earthquake
2015-06-11T20:23:45.120Z,-15.8122,-173.6029,37.52,4.7,mb,,65,4.779,0.56,us,us20002p63,2015-06-12T04:26:17.268Z,"21km NE of Hihifo, Tonga",earthquake
2015-06-11T20:14:27.390Z,39.6645,-121.1176667,10.66,2.04,md,31,59,0.166,0.15,nc,nc72464731,2015-06-12T01:35:13.410Z,"24km E of Berry Creek, California",earthquake
2015-06-11T20:14:23.120Z,37.6176667,-119.4223333,6.59,1.48,md,22,77,0.2724,0.16,nc,nc71092979,2015-06-12T01:32:42.550Z,"19km SE of Yosemite Valley, California",earthquake
2015-06-11T20:09:52.700Z,36.3801667,-120.401,10.66,2.17,md,66,106,0.05089,0.09,nc,nc72464726,2015-06-12T02:39:06.527Z,"26km N of Coalinga, California",earthquake
2015-06-11T19:51:08.000Z,51.1706,179.7567,25.2,1.5,ml,,,,0.35,ak,ak11628714,2015-06-18T10:30:32.117Z,"79km W of Amatignak Island, Alaska",earthquake
2015-06-11T19:47:17.000Z,63.2872,-151.0472,7.3,1.1,ml,,,,0.71,ak,ak11623478,2015-06-18T10:30:41.660Z,"105km W of Cantwell, Alaska",earthquake
2015-06-11T19:43:37.970Z,33.405,-116.8615,6.52,1.92,ml,67,33,0.05126,0.22,ci,ci37397856,2015-06-11T21:21:19.080Z,"4km S of Aguanga, California",earthquake
2015-06-11T19:42:47.070Z,39.6751667,-121.1233333,8.63,1.83,md,15,115,0.1677,0.06,nc,nc72464701,2015-06-12T01:18:08.930Z,"24km E of Berry Creek, California",earthquake
2015-06-11T19:41:37.000Z,61.776,-151.6887,91.1,1.5,ml,,,,0.43,ak,ak11623477,2015-06-18T10:30:36.169Z,"87km W of Willow, Alaska",earthquake
2015-06-11T19:40:38.550Z,39.665,-121.1196667,9.54,1.63,md,25,81,0.1649,0.19,nc,nc72464706,2015-06-12T01:17:38.340Z,"24km E of Berry Creek, California",earthquake
2015-06-11T19:37:05.980Z,27.9959,84.6175,16.56,4.4,mb,,171,0.679,1.37,us,us20002p53,2015-06-12T03:39:42.124Z,"34km SE of Lamjung, Nepal",earthquake
2015-06-11T19:20:19.480Z,39.6006667,-121.596,0.02,1.76,md,9,174,0.0547,0.07,nc,nc72464696,2015-06-12T01:15:37.530Z,"9km N of Thermalito, California",quarry blast
2015-06-11T19:18:11.000Z,60.4507,-141.6214,1.3,1.4,ml,,,,0.51,ak,ak11623475,2015-06-18T17:47:09.542Z,"61km NE of Cape Yakataga, Alaska",earthquake
2015-06-11T19:05:20.490Z,33.686,-117.2496667,0.01,1.25,ml,13,93,0.09699,0.15,ci,ci37397816,2015-06-11T19:31:48.394Z,"8km ENE of Lake Elsinore, California",quarry blast
2015-06-11T18:46:28.350Z,8.01,126.6264,65.7,4.9,mb,,102,1.396,0.91,us,us20002p4f,2015-06-12T02:49:12.715Z,"20km E of Santa Maria, Philippines",earthquake
2015-06-11T18:43:58.850Z,10.0832,-83.4638,26.14,4.5,mb,,45,0.087,1.69,us,us20002p4e,2015-06-12T02:27:43.601Z,"4km ESE of Siquirres, Costa Rica",earthquake
2015-06-11T18:37:46.000Z,62.3501,-149.8556,9.4,1.1,ml,,,,0.52,ak,ak11623417,2015-06-18T10:30:13.378Z,"13km ENE of Talkeetna, Alaska",earthquake
2015-06-11T18:21:03.000Z,51.296,179.7816,81.3,1.7,ml,,,,0.3,ak,ak11628707,2015-06-18T10:30:44.300Z,"73km S of Semisopochnoi Island, Alaska",earthquake
